ts,Processor_pct_ Processor_Time
2019-04-02 07:00:00,52.384096197272726
2019-04-02 08:00:00,16.795210002865307
2019-04-02 09:00:00,20.44687731164722
2019-04-02 10:00:00,20.118638948958335
2019-04-02 11:00:00,62.923617192861116
2019-04-02 12:00:00,37.97296346847222
2019-04-02 13:00:00,27.75837900724138
2019-04-02 14:00:00,38.370491263618675
2019-04-02 15:00:00,38.578680439121214
2019-04-02 16:00:00,23.349945060000003
2019-04-02 17:00:00,23.91123530636111
2019-04-02 18:00:00,22.893683265750003
2019-04-02 19:00:00,26.897224318750002
2019-04-02 20:00:00,31.088490688166665
2019-04-02 21:00:00,37.85713601527778
2019-04-02 22:00:00,42.68643182947222
2019-04-02 23:00:00,37.44492488838889
2019-04-03 00:00:00,36.2350872705
2019-04-03 01:00:00,36.26626540958611
2019-04-03 02:00:00,17.19772187922222
2019-04-03 03:00:00,19.686881932888888
2019-04-03 04:00:00,22.615023141277778
2019-04-03 05:00:00,26.653348500583334
2019-04-03 06:00:00,30.48869856352778
2019-04-03 07:00:00,35.93983889369444
2019-04-03 08:00:00,48.54504077791086
2019-04-03 09:00:00,33.53748529591667
2019-04-03 10:00:00,36.25915048030556
2019-04-03 11:00:00,18.388033102055555
2019-04-03 12:00:00,18.062766565
2019-04-03 13:00:00,20.726359548277777
2019-04-03 14:00:00,23.808062877694447
2019-04-03 15:00:00,30.290778261833335
2019-04-03 16:00:00,33.17711487775
2019-04-03 17:00:00,38.16561491558333
2019-04-03 18:00:00,39.61752226047222
2019-04-03 19:00:00,29.915834219355556
2019-04-03 20:00:00,9.589575949727777
2019-04-03 21:00:00,12.426719448686113
2019-04-03 22:00:00,15.07131099002778
2019-04-03 23:00:00,17.51775793211111
2019-04-04 00:00:00,20.314666640833334
2019-04-04 01:00:00,24.587133180277775
2019-04-04 02:00:00,28.908809683138887
2019-04-04 03:00:00,31.049883473916665
2019-04-04 04:00:00,37.020543020194445
2019-04-04 05:00:00,43.484888184305554
2019-04-04 06:00:00,49.97486171863889
2019-04-04 07:00:00,49.70899793485
2019-04-04 08:00:00,4.673077725268293
2019-04-04 09:00:00,4.766004483809028
2019-04-04 10:00:00,4.858931242349763
2019-04-04 11:00:00,4.951858000890498
2019-04-04 12:00:00,5.044784759431233
2019-04-04 13:00:00,5.137711517971968
2019-04-04 14:00:00,5.230638276512703
2019-04-04 15:00:00,5.323565035053439
2019-04-04 16:00:00,5.416491793594173
2019-04-04 17:00:00,5.509418552134909
2019-04-04 18:00:00,5.602345310675643
2019-04-04 19:00:00,5.6952720692163785
2019-04-04 20:00:00,5.788198827757114
2019-04-04 21:00:00,5.881125586297848
2019-04-04 22:00:00,5.974052344838584
2019-04-04 23:00:00,6.066979103379319
2019-04-05 00:00:00,6.159905861920054
2019-04-05 01:00:00,6.252832620460789
2019-04-05 02:00:00,6.3457593790015245
2019-04-05 03:00:00,6.438686137542259
2019-04-05 04:00:00,6.5316128960829944
2019-04-05 05:00:00,6.62453965462373
2019-04-05 06:00:00,6.717466413164464
2019-04-05 07:00:00,6.8103931717052
2019-04-05 08:00:00,6.903319930245935
2019-04-05 09:00:00,6.99624668878667
2019-04-05 10:00:00,7.089173447327405
2019-04-05 11:00:00,7.1821002058681405
2019-04-05 12:00:00,7.275026964408875
2019-04-05 13:00:00,7.36795372294961
2019-04-05 14:00:00,7.460880481490346
2019-04-05 15:00:00,7.55380724003108
2019-04-05 16:00:00,7.646733998571816
2019-04-05 17:00:00,7.739660757112551
2019-04-05 18:00:00,7.832587515653286
2019-04-05 19:00:00,7.925514274194021
2019-04-05 20:00:00,8.018441032734756
2019-04-05 21:00:00,8.111367791275491
2019-04-05 22:00:00,8.204294549816225
2019-04-05 23:00:00,8.297221308356962
2019-04-06 00:00:00,8.390148066897696
2019-04-06 01:00:00,8.483074825438432
2019-04-06 02:00:00,8.576001583979167
2019-04-06 03:00:00,8.668928342519902
2019-04-06 04:00:00,8.761855101060636
2019-04-06 05:00:00,8.854781859601372
2019-04-06 06:00:00,8.947708618142107
2019-04-06 07:00:00,9.040635376682843
2019-04-06 08:00:00,9.133562135223578
2019-04-06 09:00:00,9.226488893764312
2019-04-06 10:00:00,9.319415652305047
2019-04-06 11:00:00,9.412342410845781
2019-04-06 12:00:00,9.505269169386517
2019-04-06 13:00:00,9.598195927927254
2019-04-06 14:00:00,9.691122686467988
2019-04-06 15:00:00,9.784049445008723
2019-04-06 16:00:00,9.876976203549457
2019-04-06 17:00:00,9.969902962090192
2019-04-06 18:00:00,10.062829720630928
2019-04-06 19:00:00,10.155756479171664
2019-04-06 20:00:00,10.248683237712399
2019-04-06 21:00:00,10.341609996253133
2019-04-06 22:00:00,10.434536754793868
2019-04-06 23:00:00,10.527463513334602
2019-04-07 00:00:00,10.620390271875339
2019-04-07 01:00:00,10.713317030416075
2019-04-07 02:00:00,10.80624378895681
2019-04-07 03:00:00,10.899170547497544
2019-04-07 04:00:00,10.992097306038279
2019-04-07 05:00:00,11.085024064579013
2019-04-07 06:00:00,11.17795082311975
2019-04-07 07:00:00,11.270877581660486
2019-04-07 08:00:00,11.36380434020122
2019-04-07 09:00:00,11.456731098741955
2019-04-07 10:00:00,11.54965785728269
2019-04-07 11:00:00,11.642584615823424
2019-04-07 12:00:00,11.73551137436416
2019-04-07 13:00:00,11.828438132904896
2019-04-07 14:00:00,11.92136489144563
2019-04-07 15:00:00,12.014291649986365
2019-04-07 16:00:00,12.1072184085271
2019-04-07 17:00:00,12.200145167067834
2019-04-07 18:00:00,12.29307192560857
2019-04-07 19:00:00,12.385998684149305
2019-04-07 20:00:00,12.478925442690041
2019-04-07 21:00:00,12.571852201230776
2019-04-07 22:00:00,12.66477895977151
2019-04-07 23:00:00,12.757705718312247
2019-04-08 00:00:00,12.850632476852981
2019-04-08 01:00:00,12.943559235393716
2019-04-08 02:00:00,13.036485993934452
2019-04-08 03:00:00,13.129412752475186
2019-04-08 04:00:00,13.222339511015921
2019-04-08 05:00:00,13.315266269556657
2019-04-08 06:00:00,13.408193028097392
2019-04-08 07:00:00,13.501119786638126
2019-04-08 08:00:00,13.594046545178863
2019-04-08 09:00:00,13.686973303719597
2019-04-08 10:00:00,13.779900062260332
2019-04-08 11:00:00,13.872826820801066
2019-04-08 12:00:00,13.965753579341802
2019-04-08 13:00:00,14.058680337882537
2019-04-08 14:00:00,14.151607096423271
2019-04-08 15:00:00,14.244533854964008
2019-04-08 16:00:00,14.337460613504742
2019-04-08 17:00:00,14.430387372045477
2019-04-08 18:00:00,14.523314130586213
2019-04-08 19:00:00,14.616240889126948
2019-04-08 20:00:00,14.709167647667682
2019-04-08 21:00:00,14.802094406208418
2019-04-08 22:00:00,14.895021164749153
2019-04-08 23:00:00,14.987947923289887
2019-04-09 00:00:00,15.080874681830624
2019-04-09 01:00:00,15.173801440371358
2019-04-09 02:00:00,15.266728198912093
2019-04-09 03:00:00,15.359654957452829
2019-04-09 04:00:00,15.452581715993563
2019-04-09 05:00:00,15.545508474534298
2019-04-09 06:00:00,15.638435233075034
2019-04-09 07:00:00,15.731361991615769
2019-04-09 08:00:00,15.824288750156503
2019-04-09 09:00:00,15.91721550869724
2019-04-09 10:00:00,16.010142267237974
2019-04-09 11:00:00,16.10306902577871
2019-04-09 12:00:00,16.195995784319443
2019-04-09 13:00:00,16.288922542860178
2019-04-09 14:00:00,16.381849301400912
2019-04-09 15:00:00,16.47477605994165
2019-04-09 16:00:00,16.567702818482385
2019-04-09 17:00:00,16.66062957702312
2019-04-09 18:00:00,16.753556335563857
2019-04-09 19:00:00,16.84648309410459
2019-04-09 20:00:00,16.939409852645326
2019-04-09 21:00:00,17.03233661118606
2019-04-09 22:00:00,17.125263369726795
2019-04-09 23:00:00,17.21819012826753
2019-04-10 00:00:00,17.311116886808264
2019-04-10 01:00:00,17.404043645349
2019-04-10 02:00:00,17.496970403889733
2019-04-10 03:00:00,17.58989716243047
2019-04-10 04:00:00,17.682823920971206
2019-04-10 05:00:00,17.77575067951194
2019-04-10 06:00:00,17.86867743805268
2019-04-10 07:00:00,17.961604196593413
2019-04-10 08:00:00,18.054530955134148
2019-04-10 09:00:00,18.147457713674882
2019-04-10 10:00:00,18.240384472215617
